Question,Answer,Card Type,Source File
Approximately what percentage of the average American's income is used up by taxes today?,About a third.,qa,examples/Microeconomics.pdf
What are three reasons governments need to raise revenue through taxation?,"To remedy externalities, provide public goods, and regulate the use of common resources.",qa,examples/Microeconomics.pdf
"According to Chapter 6, how does a tax on a good affect the quantity sold in a market?",It reduces the quantity sold.,qa,examples/Microeconomics.pdf
"According to Chapter 8, what is a negative consequence of taxes on economic well-being?","Taxes cause deadweight losses, meaning the reduction in consumer and producer surplus exceeds the revenue raised by the government.",qa,examples/Microeconomics.pdf
"Taxes cause {{c1::deadweight losses}}, where the reduction in consumer and producer surplus exceeds the revenue raised by the government.",deadweight losses,cloze,examples/Microeconomics.pdf
What are the two main goals for the design of a tax system?,It should be both efficient and equitable.,qa,examples/Microeconomics.pdf
"In 1902, the U.S. government collected {{c1::7 percent}} of total income in taxes, which grew to {{c2::32 percent}} by {{c3::1998}}.",7 percent; 32 percent; 1998,cloze,examples/Microeconomics.pdf
How does the U.S. tax burden compare to many European countries?,It is low compared to many European countries.,qa,examples/Microeconomics.pdf
How does the U.S. tax burden compare to many poor countries like India and Pakistan?,It is high compared to many poor countries.,qa,examples/Microeconomics.pdf
What is the general trend observed between a nation's wealth and its government's share of income in taxes?,"As a nation gets richer, the government typically takes a larger share of income in taxes.",qa,examples/Microeconomics.pdf
Why do governments sometimes provide goods that are not strictly public goods?,"To address market failures, ensure equitable access, or for other social objectives, even if the goods are excludable or rival.",qa,examples/Microeconomics.pdf
Is the Internet a public good? Why or why not?,"The Internet has aspects of both public and private goods. Basic infrastructure might be non-rival and non-excludable (public good), but access can be excludable (private good) and bandwidth can be rival (common resource when congested).",qa,examples/Microeconomics.pdf
Should cost-benefit analysts consider that high-income people are willing to pay more to avoid the risk of death when evaluating public projects?,"This is a complex ethical question. While higher willingness to pay reflects higher value for rich individuals, using a higher dollar value for a human life in rich towns could lead to inequitable resource allocation, suggesting that public projects should prioritize a consistent value for human life regardless of income.",qa,examples/Microeconomics.pdf
What are the two main objectives policymakers have when designing a tax system?,Efficiency and Equity,qa,examples/Microeconomics.pdf
An efficient tax system raises the same amount of revenue at a smaller cost to {{c1::taxpayers}}.,taxpayers,cloze,examples/Microeconomics.pdf
What are the three costs of taxes to taxpayers that well-designed tax policy tries to minimize?,"1. The tax payment itself (inevitable)
2. Deadweight losses from distorted decisions
3. Administrative burdens of compliance",qa,examples/Microeconomics.pdf
An efficient tax system is one that imposes small {{c1::deadweight losses}} and small {{c2::administrative burdens}}.,deadweight losses::administrative burdens,cloze,examples/Microeconomics.pdf
Deadweight losses from taxes result when taxes {{c1::distort}} the decisions that people make.,distort,cloze,examples/Microeconomics.pdf
"In the U.S., the government's role in the economy, measured by revenue as a percentage of GDP, has {{c1::grown}} over time.",grown,cloze,examples/Microeconomics.pdf
"In 1998, total government revenue (federal, state, and local) in the U.S. was approximately {{c1::30}}% of GDP.",30,cloze,examples/Microeconomics.pdf
"According to 1998/99 data, which country had the highest central government tax revenue as a percent of GDP?",France (38.8%),qa,examples/Microeconomics.pdf
"According to 1998/99 data, the United States' central government tax revenue was {{c1::19.3}}% of GDP.",19.3,cloze,examples/Microeconomics.pdf
The U.S. federal government collects about {{c1::two-thirds}} of the taxes in the U.S. economy.,two-thirds,cloze,examples/Microeconomics.pdf
"In 1999, total receipts of the U.S. federal government were ${{c1::1,806}} billion.","1,806",cloze,examples/Microeconomics.pdf
"In 1999, the average American paid ${{c1::6,639}} to the federal government.","6,639",cloze,examples/Microeconomics.pdf
What was the largest source of revenue for the U.S. federal government in 1999?,Individual income taxes,qa,examples/Microeconomics.pdf
"In 1999, individual income taxes accounted for {{c1::48}}% of federal government receipts.",48,cloze,examples/Microeconomics.pdf
What is the second largest source of revenue for the U.S. federal government?,Social insurance taxes (payroll taxes),qa,examples/Microeconomics.pdf
Social insurance taxes are also known as {{c1::payroll taxes}}.,payroll taxes,cloze,examples/Microeconomics.pdf
Revenue from social insurance taxes is earmarked to pay for {{c1::Social Security}} and {{c2::Medicare}}.,Social Security::Medicare,cloze,examples/Microeconomics.pdf
What is Social Security?,An income support program designed primarily to maintain the living standards of the elderly.,qa,examples/Microeconomics.pdf
